"","subject","word","context","sentence","string","Head","Hand_arm","Foot_leg","Torso","Mouth_throat"
"1099","j6am767rjr","tap","M1_b","He tapped the beer.","tapped",0,0,0,0,0
"1100","j6am767rjr","cape","M2_b","It was an island cape.","cape",0,0,0,0,0
"1101","j6am767rjr","blood","M1_a","He has coagulated blood.","blood",1,2,1,1,3
"1102","j6am767rjr","appeal","M2_a","He had a legal appeal.","appeal",0,0,0,0,0
"1103","j6am767rjr","tip","M1_a","It was a generous tip.","tip",0,0,0,0,0
"1104","j6am767rjr","toll","M1_b","It was a road toll.","toll",0,0,0,0,0
"1105","j6am767rjr","foundation","M2_a","It was a wooden foundation.","foundation",0,2,0,0,0
"1106","j6am767rjr","date","M1_b","It was a blind date.","date",2,2,2,2,2
"1107","j6am767rjr","medicine","M2_b","It was veterinary medicine.","medicine",1,2,2,2,2
"1108","j6am767rjr","examination","M2_b","It was a physical examination.","examination",1,0,1,2,2
"1109","j6am767rjr","palm","M1_b","It was a wrinkled palm.","palm",0,0,0,0,0
"1110","j6am767rjr","dream","M2_a","He had a childhood dream.","dream",0,0,0,0,0
"1111","j6am767rjr","bank","M1_a","He banked the plane.","banked",0,0,0,0,0
"1112","j6am767rjr","pitcher","M1_a","He saw the fast pitcher.","pitcher",3,4,2,4,3
"1113","j6am767rjr","lock","M2_a","She had window locks.","locks",0,0,0,0,0
"1114","j6am767rjr","charm","M2_b","She had a good-luck charm.","charm",0,2,0,0,2
"1115","j6am767rjr","post","M2_a","It was a teaching post.","post",0,0,0,0,0
"1116","j6am767rjr","yard","M2_b","They were cluttered yards.","yards",0,0,0,0,0
"1117","j6am767rjr","chicken","M1_a","They liked the juicy chicken.","chicken",3,3,1,1,1
"1118","j6am767rjr","file","M1_a","She had a text file.","file",0,0,0,0,0
"1119","j6am767rjr","scene","M2_b","It was a panoramic scene.","scene",0,0,0,0,0
"1120","j6am767rjr","lamb","M1_b","They liked the grilled lamb.","lamb",3,2,1,3,2
"1121","j6am767rjr","check","M1_b","He checked the oven.","checked",0,0,0,0,0
"1122","j6am767rjr","issue","M2_a","It was a weekly issue.","issue",0,0,0,0,0
"1123","j6am767rjr","dinner","M1_a","They liked the turkey dinner.","dinner",0,0,0,0,0
"1124","j6am767rjr","contribution","M1_b","He made a voluntary contribution.","contribution",0,0,0,0,0
"1125","j6am767rjr","clog","M2_b","The sink clogged.","clogged",2,0,0,0,3
"1126","j6am767rjr","film","M1_a","It was an action film.","film",0,0,0,0,0
"1127","j6am767rjr","match","M2_b","It was a tennis match.","match",0,4,4,2,0
"1128","j6am767rjr","pupil","M2_a","She had a dilated pupil.","pupil",0,0,0,0,0
"1129","j6am767rjr","spill","M2_a","He spilled the news.","spilled",0,0,0,0,0
"1130","j6am767rjr","seal","M2_b","It was a trained seal.","seal",0,0,0,0,0
"1131","j6am767rjr","cell","M2_a","It was a prison cell.","cell",0,2,2,3,0
"1132","j6am767rjr","column","M2_a","It was a concrete column.","column",0,0,0,1,0
"1133","j6am767rjr","stake","M2_a","He staked his name.","staked",3,4,4,4,1
"1134","j6am767rjr","pen","M1_a","She penned her animals.","penned",0,0,0,0,0
"1135","j6am767rjr","stay","M1_b","They stayed cold.","stayed",4,5,3,4,3
"1136","j6am767rjr","count","M1_b","That was the vengeful count.","count",0,4,3,0,0
"1137","j6am767rjr","breakfast","M2_b","They ate a lonely breakfast.","breakfast",5,3,1,1,5
"1138","j6am767rjr","market","M2_b","He liked the stock market.","market",0,0,3,3,0
"1139","j6am767rjr","drill","M2_b","It was a battery-powered drill.","drill",0,0,0,0,0
"1140","j6am767rjr","tick","M2_a","It was a parasitic tick.","tick",0,4,4,0,0
"1141","j6am767rjr","page","M1_a","He saw the young page.","page",0,0,0,0,0
"1142","j6am767rjr","board","M1_a","It was the ironing board.","board",0,0,0,0,0
"1143","j6am767rjr","perch","M1_a","It was a tasty perch.","perch",0,0,0,0,0
"1144","j6am767rjr","function","M1_b","It was a linear function.","function",0,0,0,0,0
"1145","j6am767rjr","barrier","M1_a","There was a police barrier.","barrier",2,2,1,2,0
"1146","uqywz1cwnb","tip","M1_a","It was a generous tip.","tip",2,3,3,0,3
"1147","uqywz1cwnb","band","M2_b","It was a country band.","band",0,5,2,1,0
"1148","uqywz1cwnb","examination","M2_a","It was a prostate examination.","examination",5,5,0,0,0
"1149","uqywz1cwnb","file","M1_a","She had a text file.","file",4,2,0,0,0
"1150","uqywz1cwnb","key","M2_a","It was a delete key.","key",3,4,0,0,0
"1151","uqywz1cwnb","load","M1_b","She loaded the rifle.","loaded",0,5,0,1,0
"1152","uqywz1cwnb","perch","M2_a","It was a lofty perch.","perch",0,1,4,2,0
"1153","uqywz1cwnb","degree","M1_b","It was about fifty degrees.","degrees",3,0,0,0,3
"1154","uqywz1cwnb","cast","M2_b","She cast a stone.","cast",0,5,2,2,0
"1155","uqywz1cwnb","chicken","M2_a","They liked the clucking chicken.","chicken",2,2,0,2,5
"1156","uqywz1cwnb","palm","M1_a","It was a calloused palm.","palm",0,5,0,0,0
"1157","uqywz1cwnb","track","M1_b","She saw the trolley tracks.","tracks",4,0,4,0,0
"1158","uqywz1cwnb","racket","M2_a","That was a badminton racket.","racket",1,4,2,1,0
"1159","uqywz1cwnb","cell","M1_b","It was a brain cell.","cell",5,0,0,0,0
"1160","uqywz1cwnb","port","M1_b","It was a seaside port.","port",3,2,2,0,2
"1161","uqywz1cwnb","book","M2_b","He had a leather-bound book.","book",3,5,0,0,0
"1162","uqywz1cwnb","lamb","M1_a","They liked the marinated lamb.","lamb",3,2,0,0,5
"1163","uqywz1cwnb","design","M1_a","They liked the floral design.","design",4,0,0,0,0
"1164","uqywz1cwnb","fan","M2_b","They had an enthusiastic fan.","fan",3,2,2,0,0
"1165","uqywz1cwnb","atmosphere","M2_a","It was a gaseous atmosphere.","atmosphere",2,0,2,5,3
"1166","uqywz1cwnb","medicine","M1_b","It was prescription medicine.","medicine",4,0,0,2,5
"1167","uqywz1cwnb","message","M2_a","There was an urgent message.","message",4,3,2,2,0
"1168","uqywz1cwnb","bat","M1_a","He saw a furry bat.","bat",4,4,0,1,0
"1169","uqywz1cwnb","yard","M2_b","They were cluttered yards.","yards",2,4,3,0,0
"1170","uqywz1cwnb","sing","M1_a","The girl sang.","sang",5,0,0,1,0
"1171","uqywz1cwnb","pen","M2_a","She penned her memoirs.","penned",4,4,0,0,0
"1172","uqywz1cwnb","home","M1_a","It was a summer home.","home",2,0,0,0,0
"1173","uqywz1cwnb","mole","M1_a","She saw the cancerous mole.","mole",5,2,2,2,0
"1174","uqywz1cwnb","charm","M1_a","She had a devilish charm.","charm",5,0,0,4,3
"1175","uqywz1cwnb","ground","M1_b","He was on the frozen ground.","ground",3,3,5,3,3
"1176","uqywz1cwnb","check","M1_a","He checked the engine.","checked",4,3,0,2,0
"1177","uqywz1cwnb","lap","M2_b","She lapped the competitors.","lapped",0,3,5,3,2
"1178","uqywz1cwnb","term","M1_a","It was a winter term.","term",4,3,3,3,4
"1179","uqywz1cwnb","contribution","M1_b","He made a voluntary contribution.","contribution",4,0,0,0,1
"1180","uqywz1cwnb","drain","M1_a","They drained the account.","drained",0,0,0,3,0
"1181","uqywz1cwnb","seal","M2_a","It was a circus seal.","seal",4,1,0,0,0
"1182","uqywz1cwnb","spill","M1_a","He spilled the drink.","spilled",4,4,0,2,3
"1183","uqywz1cwnb","pupil","M1_b","She had an interested pupil.","pupil",4,0,0,0,0
"1184","uqywz1cwnb","position","M2_b","He was in a yoga position.","position",2,4,5,4,1
"1185","uqywz1cwnb","call","M2_b","They called the debt.","called",5,0,2,4,0
"1186","uqywz1cwnb","scale","M2_b","It was a major scale.","scale",0,0,0,5,0
"1187","uqywz1cwnb","lock","M1_b","She had brown locks.","locks",5,0,0,0,0
"1188","uqywz1cwnb","barrier","M2_b","There was a religious barrier.","barrier",4,0,0,0,2
"1189","uqywz1cwnb","issue","M1_b","It was a political issue.","issue",4,0,0,0,2
"1190","uqywz1cwnb","bail","M2_b","He bailed out the liquid.","bailed",0,5,3,3,0
"1191","uqywz1cwnb","post","M1_a","It was a wooden post.","post",0,3,1,3,0
"1192","uqywz1cwnb","draw","M1_b","He drew a sword.","drew",2,5,1,3,0
"1193","uqywz1cwnb","clog","M1_a","The dancer clogged.","clogged",0,1,5,3,0
"1194","uqywz1cwnb","dream","M1_a","He had a recurring dream.","dream",5,0,1,0,0
"1195","uqywz1cwnb","clip","M1_a","It was a film clip.","clip",4,0,0,0,0
"1196","uqywz1cwnb","cross","M1_a","He crossed a road.","crossed",0,0,3,1,0
"1197","uqywz1cwnb","cause","M2_b","It was a primary cause.","cause",5,0,0,0,0
"1198","uqywz1cwnb","cold","M2_b","It was a common cold.","cold",4,0,0,5,3
"1199","uqywz1cwnb","scene","M1_a","It was a touching scene.","scene",4,0,0,2,0
"1200","uqywz1cwnb","clear","M1_a","He cleared the desk.","cleared",2,4,0,0,0
"1201","uqywz1cwnb","function","M1_b","It was a linear function.","function",5,2,0,0,0
"1202","283x1bk414","palm","M2_b","It was a tree palm.","palm",0,5,0,0,0
"1203","283x1bk414","orange","M2_b","It was a reddish orange.","orange",0,0,0,1,4
"1204","283x1bk414","bank","M2_b","He banked the cash.","banked",2,2,2,1,0
"1205","283x1bk414","act","M1_b","It was a humane act.","act",3,0,1,1,0
"1206","283x1bk414","yard","M2_a","They were big yards.","yards",0,1,4,2,0
"1207","283x1bk414","break","M2_b","He broke the promise.","broke",1,3,3,0,0
"1208","283x1bk414","newspaper","M2_b","It was a shredded newspaper.","newspaper",2,2,1,0,2
"1209","283x1bk414","intelligence","M1_a","They had natural intelligence.","intelligence",5,1,0,0,3
"1210","283x1bk414","cape","M2_a","It was a rocky cape.","cape",1,0,0,3,0
"1211","283x1bk414","lunch","M1_a","They liked the hot lunch.","lunch",0,0,0,4,5
"1212","283x1bk414","appeal","M1_b","He had an undefinable appeal.","appeal",4,2,1,2,0
"1213","283x1bk414","cross","M1_b","He crossed a room.","crossed",1,1,4,0,0
"1214","283x1bk414","draw","M1_a","He drew a gun.","drew",0,5,0,0,0
"1215","283x1bk414","track","M2_b","She saw the snowshoe tracks.","tracks",0,0,5,0,0
"1216","283x1bk414","board","M2_b","It was the school board.","board",5,0,0,3,4
"1217","283x1bk414","perch","M2_a","It was a lofty perch.","perch",0,1,0,2,0
"1218","283x1bk414","film","M1_a","It was an action film.","film",5,0,4,0,0
"1219","283x1bk414","blood","M2_b","He has royal blood.","blood",2,5,0,4,0
"1220","283x1bk414","guide","M2_a","He had a talkative guide.","guide",0,3,5,0,2
"1221","283x1bk414","issue","M2_b","It was a special issue.","issue",4,0,0,3,0
"1222","283x1bk414","term","M1_b","It was a fall term.","term",3,0,0,0,2
"1223","283x1bk414","lamb","M1_a","They liked the marinated lamb.","lamb",0,0,0,3,4
"1224","283x1bk414","cause","M1_a","It was a worthy cause.","cause",2,0,0,1,0
"1225","283x1bk414","position","M1_a","He was in a distinguished position.","position",2,0,2,4,0
"1226","283x1bk414","clear","M2_b","He cleared the road.","cleared",5,3,0,0,4
"1227","283x1bk414","scale","M1_b","It was a lizard scale.","scale",1,5,0,0,0
"1228","283x1bk414","scene","M1_a","It was a touching scene.","scene",5,0,0,0,0
"1229","283x1bk414","seal","M1_a","It was a gold seal.","seal",0,3,0,0,0
"1230","283x1bk414","ground","M2_b","He was on the parade ground.","ground",1,0,5,0,0
"1231","283x1bk414","chicken","M1_a","They liked the juicy chicken.","chicken",0,1,3,3,5
"1232","283x1bk414","breakfast","M1_a","They ate a pancake breakfast.","breakfast",0,1,0,4,5
"1233","283x1bk414","pupil","M2_b","She had a cloudy pupil.","pupil",5,0,0,0,0
"1234","283x1bk414","degree","M2_b","It was about college degrees.","degrees",5,0,0,0,0
"1235","283x1bk414","home","M2_a","It was a funeral home.","home",2,0,1,3,0
"1236","283x1bk414","tick","M2_a","It was a parasitic tick.","tick",0,3,2,5,0
"1237","283x1bk414","class","M2_b","It was a stimulating class.","class",5,2,0,0,0
"1238","283x1bk414","bat","M1_a","He saw a furry bat.","bat",0,5,0,0,0
"1239","283x1bk414","passage","M2_a","It was a literary passage.","passage",5,0,2,0,0
"1240","283x1bk414","barrier","M1_a","There was a police barrier.","barrier",4,4,3,2,0
"1241","283x1bk414","fix","M1_b","They fixed the dishwasher.","fixed",0,4,2,0,0
"1242","283x1bk414","key","M1_b","It was a master key.","key",2,4,0,0,0
"1243","283x1bk414","guard","M1_b","They liked the security guard.","guard",0,4,2,5,0
"1244","283x1bk414","mold","M1_b","It was a harmful mold.","mold",3,0,0,3,0
"1245","283x1bk414","toll","M2_a","It was a loud toll.","toll",4,0,0,0,2
"1246","283x1bk414","book","M1_b","He had a popular book.","book",4,2,0,0,0
"1247","283x1bk414","column","M1_a","It was a gossip column.","column",1,0,3,4,0
"1248","283x1bk414","movement","M1_b","He liked the graceful movement.","movement",0,5,5,4,0
"1249","283x1bk414","cone","M2_a","It was an orange cone.","cone",5,0,0,0,4
"1250","283x1bk414","charm","M2_b","She had a good-luck charm.","charm",3,0,3,0,0
"1251","283x1bk414","stake","M1_b","He staked his tent.","staked",0,3,4,2,0
"1252","283x1bk414","mole","M2_b","She saw the fast mole.","mole",5,0,2,0,0
"1253","283x1bk414","drill","M1_b","It was a challenging drill.","drill",0,1,4,3,0
"1254","283x1bk414","bail","M2_b","He bailed out the liquid.","bailed",0,4,3,0,0
"1255","ygrorxlqkn","design","M1_a","They liked the floral design.","design",0,0,0,0,4
"1256","ygrorxlqkn","push","M2_a","He pushed the bed.","pushed",5,2,3,0,0
"1257","ygrorxlqkn","mold","M1_b","It was a harmful mold.","mold",0,0,0,0,0
"1258","ygrorxlqkn","lock","M1_b","She had brown locks.","locks",1,0,0,0,0
"1259","ygrorxlqkn","pupil","M2_a","She had a dilated pupil.","pupil",3,0,0,4,0
"1260","ygrorxlqkn","barrier","M1_a","There was a police barrier.","barrier",0,4,0,2,0
"1261","ygrorxlqkn","newspaper","M1_b","It was a daily newspaper.","newspaper",4,1,0,0,1
"1262","ygrorxlqkn","tape","M2_a","He used the interview tape.","tape",0,3,1,0,0
"1263","ygrorxlqkn","date","M2_b","It was a historical date.","date",2,0,0,0,0
"1264","ygrorxlqkn","serve","M1_a","She served a pie.","served",5,0,0,0,3
"1265","ygrorxlqkn","medicine","M1_a","It was cough medicine.","medicine",0,0,0,2,5
"1266","ygrorxlqkn","bat","M2_a","He saw a wooden bat.","bat",0,3,2,1,0
"1267","ygrorxlqkn","position","M1_b","He was in a prominent position.","position",0,0,0,4,0
"1268","ygrorxlqkn","guard","M2_b","They liked the national guard.","guard",0,3,0,0,0
"1269","ygrorxlqkn","company","M1_a","He liked the investment company.","company",2,3,0,1,0
"1270","ygrorxlqkn","cause","M2_b","It was a primary cause.","cause",0,0,0,1,0
"1271","ygrorxlqkn","cast","M2_a","She cast a spear.","cast",0,4,0,5,0
"1272","ygrorxlqkn","scale","M2_b","It was a major scale.","scale",2,4,0,0,0
"1273","ygrorxlqkn","post","M2_b","It was a challenging post.","post",0,1,1,3,0
"1274","ygrorxlqkn","bail","M2_b","He bailed out the liquid.","bailed",0,2,0,1,0
"1275","ygrorxlqkn","intelligence","M2_a","They had classified intelligence.","intelligence",5,0,0,0,1
"1276","ygrorxlqkn","spill","M2_a","He spilled the news.","spilled",1,3,0,0,0
"1277","ygrorxlqkn","orange","M2_b","It was a reddish orange.","orange",4,0,0,0,1
"1278","ygrorxlqkn","home","M1_b","It was a childhood home.","home",0,0,0,4,0
"1279","ygrorxlqkn","clear","M2_b","He cleared the road.","cleared",0,1,0,3,0
"1280","ygrorxlqkn","charm","M1_b","She had a natural charm.","charm",2,0,0,0,4
"1281","ygrorxlqkn","passage","M1_b","It was a narrow passage.","passage",0,0,3,5,0
"1282","ygrorxlqkn","appeal","M2_a","He had a legal appeal.","appeal",5,0,0,0,1
"1283","ygrorxlqkn","racket","M1_a","That was a loud racket.","racket",0,0,0,2,0
"1284","ygrorxlqkn","degree","M2_b","It was about college degrees.","degrees",1,0,0,3,0
"1285","ygrorxlqkn","foundation","M1_a","It was a charitable foundation.","foundation",0,0,4,1,0
"1286","ygrorxlqkn","mole","M2_a","She saw the cute mole.","mole",2,5,0,1,0
"1287","ygrorxlqkn","toll","M2_a","It was a loud toll.","toll",5,0,0,0,0
"1288","ygrorxlqkn","term","M1_b","It was a fall term.","term",0,0,0,3,0
"1289","ygrorxlqkn","bank","M2_b","He banked the cash.","banked",3,4,0,0,0
"1290","ygrorxlqkn","beam","M1_a","He saw the laser beam.","beam",3,0,0,0,0
"1291","ygrorxlqkn","function","M2_a","It was a social function.","function",1,5,2,3,1
"1292","ygrorxlqkn","port","M2_a","It was a delicious port.","port",0,1,0,0,5
"1293","ygrorxlqkn","draw","M2_b","They drew a picture.","drew",1,5,0,0,0
"1294","ygrorxlqkn","class","M2_a","It was a boring class.","class",4,2,0,0,1
"1295","ygrorxlqkn","lunch","M1_a","They liked the hot lunch.","lunch",0,2,0,0,4
"1296","ygrorxlqkn","panel","M1_b","It was an instrument panel.","panel",0,1,0,0,0
"1297","ygrorxlqkn","pick","M2_b","He picked his nose.","picked",1,4,0,0,0
"1298","ygrorxlqkn","case","M1_a","It was a beer case.","case",0,1,0,0,0
"1299","ygrorxlqkn","act","M2_b","It was a comedic act.","act",1,0,0,0,4
"1300","ygrorxlqkn","fix","M1_b","They fixed the dishwasher.","fixed",0,4,1,2,0
"1301","ygrorxlqkn","pen","M2_a","She penned her memoirs.","penned",2,4,0,0,0
"1302","ygrorxlqkn","sing","M1_b","The choir sang.","sang",1,1,0,2,4
"1303","ygrorxlqkn","clip","M2_b","It was a metal clip.","clip",0,0,0,0,0
"1304","ygrorxlqkn","stay","M1_a","They stayed wet.","stayed",0,0,2,1,0
"1305","ygrorxlqkn","page","M1_b","He saw the loyal page.","page",1,2,0,0,0
"1306","ygrorxlqkn","book","M2_b","He had a leather-bound book.","book",2,5,1,0,1
"1307","ygrorxlqkn","lap","M1_a","She lapped the milk.","lapped",4,0,0,0,2
"1308","ygrorxlqkn","count","M1_a","That was the noble count.","count",3,0,0,2,0
"1309","ygrorxlqkn","pitcher","M1_a","He saw the fast pitcher.","pitcher",1,5,4,0,0
"1310","7zcsd3buza","page","M2_b","He saw the ripped page.","page",0,0,0,0,0
"1311","7zcsd3buza","bat","M2_a","He saw a wooden bat.","bat",0,4,0,0,0
"1312","7zcsd3buza","contribution","M1_a","He made a charitable contribution.","contribution",0,3,0,0,5
"1313","7zcsd3buza","charm","M2_b","She had a good-luck charm.","charm",0,4,5,0,2
"1314","7zcsd3buza","draw","M2_b","They drew a picture.","drew",0,5,0,0,0
"1315","7zcsd3buza","date","M2_b","It was a historical date.","date",0,1,0,0,0
"1316","7zcsd3buza","perch","M1_b","It was a freshwater perch.","perch",0,3,0,0,0
"1317","7zcsd3buza","run","M2_a","She ran the shop.","ran",0,0,4,0,2
"1318","7zcsd3buza","message","M1_b","There was a computer message.","message",0,4,0,0,3
"1319","7zcsd3buza","cast","M2_b","She cast a stone.","cast",0,5,0,0,0
"1320","7zcsd3buza","stake","M2_b","He staked his claim.","staked",0,4,0,1,1
"1321","7zcsd3buza","atmosphere","M1_a","It was a tense atmosphere.","atmosphere",2,0,0,1,0
"1322","7zcsd3buza","beam","M1_a","He saw the laser beam.","beam",0,1,0,0,1
"1323","7zcsd3buza","term","M2_b","It was a technical term.","term",0,3,0,0,4
"1324","7zcsd3buza","poach","M1_a","She poached the deer.","poached",0,4,0,4,1
"1325","7zcsd3buza","orange","M1_b","It was a ripe orange.","orange",0,1,0,0,5
"1326","7zcsd3buza","title","M1_b","She liked the poem title.","title",0,3,0,0,3
"1327","7zcsd3buza","mold","M1_b","It was a harmful mold.","mold",0,3,1,0,2
"1328","7zcsd3buza","yard","M1_b","It was ten yards.","yards",0,1,1,0,0
"1329","7zcsd3buza","dinner","M2_b","They liked the anniversary dinner.","dinner",0,1,0,0,5
"1330","7zcsd3buza","block","M2_b","She had a writer's block.","block",0,3,0,1,1
"1331","7zcsd3buza","board","M1_b","It was the wooden board.","board",0,0,0,2,0
"1332","7zcsd3buza","issue","M1_b","It was a political issue.","issue",4,0,0,0,0
"1333","7zcsd3buza","movement","M1_b","He liked the graceful movement.","movement",0,4,4,5,0
"1334","7zcsd3buza","chicken","M2_b","They liked the pet chicken.","chicken",3,0,0,0,0
"1335","7zcsd3buza","blood","M2_a","He has noble blood.","blood",3,0,0,4,0
"1336","7zcsd3buza","foundation","M1_b","It was an educational foundation.","foundation",2,1,5,0,2
"1337","7zcsd3buza","punch","M1_b","He had the fruit punch.","punch",0,0,0,0,4
"1338","7zcsd3buza","rock","M2_a","He liked limestone rock.","rock",0,1,0,0,0
"1339","7zcsd3buza","lamb","M1_b","They liked the grilled lamb.","lamb",0,1,0,0,3
"1340","7zcsd3buza","intelligence","M1_a","They had natural intelligence.","intelligence",5,0,0,0,3
"1341","7zcsd3buza","case","M1_b","It was a display case.","case",0,1,0,0,0
"1342","7zcsd3buza","stall","M2_a","They stalled the horse.","stalled",0,2,1,2,0
"1343","7zcsd3buza","design","M2_b","They liked the architectural design.","design",2,4,0,0,0
"1344","7zcsd3buza","break","M1_a","He broke the glass.","broke",0,4,2,0,0
"1345","7zcsd3buza","tick","M2_b","It was a diseased tick.","tick",3,0,2,0,0
"1346","7zcsd3buza","stay","M2_b","They stayed overnight.","stayed",0,0,2,1,0
"1347","7zcsd3buza","pupil","M1_b","She had an interested pupil.","pupil",1,1,0,0,1
"1348","7zcsd3buza","bank","M2_a","He banked the money.","banked",2,1,0,0,1
"1349","7zcsd3buza","lunch","M1_a","They liked the hot lunch.","lunch",0,3,0,1,5
"1350","7zcsd3buza","guard","M1_b","They liked the security guard.","guard",0,1,2,3,0
"1351","7zcsd3buza","barrier","M2_a","There was a language barrier.","barrier",2,1,0,0,5
"1352","7zcsd3buza","pen","M2_b","She penned her thoughts.","penned",1,1,0,0,1
"1353","7zcsd3buza","company","M2_b","He liked the polite company.","company",4,0,0,0,5
"1354","7zcsd3buza","push","M1_b","He pushed the drugs.","pushed",2,3,0,0,3
"1355","7zcsd3buza","key","M1_b","It was a master key.","key",0,2,0,0,0
"1356","7zcsd3buza","film","M2_b","It was a plastic film.","film",0,1,0,0,0
"1357","7zcsd3buza","position","M2_b","He was in a yoga position.","position",0,3,4,5,0
"1358","7zcsd3buza","lap","M1_a","She lapped the milk.","lapped",0,0,0,0,5
"1359","7zcsd3buza","cone","M1_a","It was a waffle cone.","cone",0,1,0,0,4
"1360","7zcsd3buza","scene","M1_b","It was a well-acted scene.","scene",1,0,0,2,4
"1361","7zcsd3buza","clog","M1_a","The dancer clogged.","clogged",0,0,5,2,0
"1362","7zcsd3buza","ground","M2_b","He was on the parade ground.","ground",0,0,3,0,0
"1363","7zcsd3buza","book","M2_a","He had a heavy book.","book",0,4,0,1,0
"1364","mdoetfnap3","seal","M1_a","It was a gold seal.","seal",0,2,0,0,2
"1365","mdoetfnap3","racket","M1_b","That was an annoying racket.","racket",0,5,0,0,5
"1366","mdoetfnap3","toll","M1_b","It was a road toll.","toll",0,1,0,0,0
"1367","mdoetfnap3","perch","M1_b","It was a freshwater perch.","perch",0,0,3,0,0
"1368","mdoetfnap3","design","M2_b","They liked the architectural design.","design",0,3,0,0,0
"1369","mdoetfnap3","bat","M2_b","He saw a baseball bat.","bat",1,5,2,2,0
"1370","mdoetfnap3","check","M1_b","He checked the oven.","checked",4,0,0,0,0
"1371","mdoetfnap3","pen","M2_a","She penned her memoirs.","penned",0,4,0,0,1
"1372","mdoetfnap3","load","M1_a","She loaded the gun.","loaded",0,5,0,0,0
"1373","mdoetfnap3","contribution","M1_b","He made a voluntary contribution.","contribution",4,0,0,0,0
"1374","mdoetfnap3","book","M2_b","He had a leather-bound book.","book",0,4,0,0,0
"1375","mdoetfnap3","movement","M1_a","He liked the rhythmic movement.","movement",3,3,3,3,0
"1376","mdoetfnap3","date","M1_a","It was a dinner date.","date",2,2,2,2,2
"1377","mdoetfnap3","scale","M1_a","It was a fish scale.","scale",0,1,1,5,0
"1378","mdoetfnap3","cause","M1_b","It was a political cause.","cause",0,0,0,0,0
"1379","mdoetfnap3","passage","M1_a","It was a secret passage.","passage",0,0,0,0,0
"1380","mdoetfnap3","charm","M1_b","She had a natural charm.","charm",0,0,0,0,0
"1381","mdoetfnap3","count","M2_a","That was the final count.","count",5,5,0,0,2
"1382","mdoetfnap3","match","M1_b","It was a burning match.","match",0,3,3,2,0
"1383","mdoetfnap3","pick","M2_a","He picked his scab.","picked",0,4,0,0,0
"1384","mdoetfnap3","pitcher","M2_b","He saw the plastic pitcher.","pitcher",1,4,4,4,0
"1385","mdoetfnap3","case","M1_a","It was a beer case.","case",0,0,0,0,0
"1386","mdoetfnap3","examination","M1_b","It was a difficult examination.","examination",4,0,0,0,0
"1387","mdoetfnap3","tick","M1_b","It was an audible tick.","tick",0,0,3,0,4
"1388","mdoetfnap3","appeal","M2_a","He had a legal appeal.","appeal",2,0,0,0,0
"1389","mdoetfnap3","serve","M2_b","She served a warrant.","served",0,3,0,0,0
"1390","mdoetfnap3","cape","M1_b","It was a flowing cape.","cape",0,0,0,0,0
"1391","mdoetfnap3","scene","M2_b","It was a panoramic scene.","scene",2,0,0,0,3
"1392","mdoetfnap3","guide","M1_a","He had an assembly guide.","guide",1,3,1,0,5
"1393","mdoetfnap3","guard","M1_b","They liked the security guard.","guard",1,0,0,4,1
"1394","mdoetfnap3","beam","M2_b","He saw the balance beam.","beam",0,1,0,3,0
"1395","mdoetfnap3","message","M2_a","There was an urgent message.","message",0,0,0,0,3
"1396","mdoetfnap3","page","M1_a","He saw the young page.","page",0,3,0,0,0
"1397","mdoetfnap3","poach","M2_a","She poached the eggs.","poached",0,3,0,0,0
"1398","mdoetfnap3","act","M2_a","It was a magic act.","act",0,0,0,0,0
"1399","mdoetfnap3","drain","M1_b","They drained the budget.","drained",0,0,0,2,0
"1400","mdoetfnap3","barrier","M1_b","There was a concrete barrier.","barrier",0,0,2,0,0
"1401","mdoetfnap3","dinner","M2_b","They liked the anniversary dinner.","dinner",0,0,0,5,5
"1402","mdoetfnap3","clog","M1_b","The choreographer clogged.","clogged",0,0,0,0,0
"1403","mdoetfnap3","rock","M2_b","He liked granite rock.","rock",0,0,0,0,0
"1404","mdoetfnap3","push","M1_a","He pushed the cocaine.","pushed",0,5,5,0,0
"1405","mdoetfnap3","call","M1_b","They called the police.","called",0,2,0,0,5
"1406","mdoetfnap3","fan","M2_b","They had an enthusiastic fan.","fan",0,0,0,0,0
"1407","mdoetfnap3","atmosphere","M1_a","It was a tense atmosphere.","atmosphere",2,1,0,0,0
"1408","mdoetfnap3","cast","M1_a","She cast a shadow.","cast",1,4,5,0,0
"1409","mdoetfnap3","bank","M2_a","He banked the money.","banked",0,0,0,0,0
"1410","mdoetfnap3","block","M2_b","She had a writer's block.","block",0,2,0,1,0
"1411","mdoetfnap3","run","M2_a","She ran the shop.","ran",0,2,5,0,0
"1412","mdoetfnap3","mold","M2_b","It was a clay mold.","mold",0,0,0,0,0
"1413","mdoetfnap3","market","M1_a","He liked the flea market.","market",0,3,0,0,1
"1414","mdoetfnap3","lamb","M2_b","They liked the friendly lamb.","lamb",0,0,0,1,0
"1415","mdoetfnap3","orange","M2_b","It was a reddish orange.","orange",0,0,0,0,4
"1416","mdoetfnap3","pupil","M2_b","She had a cloudy pupil.","pupil",5,0,0,0,0
"1417","mdoetfnap3","cone","M2_b","It was a traffic cone.","cone",0,0,0,0,0
"1418","mdoetfnap3","mole","M2_b","She saw the fast mole.","mole",0,0,0,0,0
"1419","mdoetfnap3","draw","M2_b","They drew a picture.","drew",0,5,0,0,0
